School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio,Male to Female Ratio,Cluster (hier)
Southwestern College,KS,67156-2499,32,1,6283,1330,0.6391,0.3609,0.6649,58156,26,0.5157,44558,0.4079,0.4465,0.4509,0.651216686,0.063,1.0140872266,0,23507,1,0.7669156459,1.7708506511,6
Sterling College,KS,67579,42,0.6216,4485,563,0.5933,0.4067,0.5921,58015,20,0.3991,37242,0.4383,0.6867,0.5292,0.6917647059,0.091,0.9896911504,0,20090,1,0.7807793334,1.4588148512,5
Tabor College,KS,67063-1799,33,1,4766,519,0.605,0.395,0.5521,57538,22,0.5591,43760,0.3811,0.7165,0.4247,0.7198067633,0.07,0.9817427006,0,24221,1,0.7197702813,1.5316455696,5
Washburn University,KS,66621-0001,12,0.6293,7563,4571,0.3888,0.6112,0.6891,57541,24,0.7564104432,19676,0.3109,0.4329,0.4485,0.543158479,0.094,1.005227798,0,14481,2.2352941176,0.8727353071,0.6361256545,24
Wichita State University,KS,67260-0124,11,0.9784,8069,11199,0.4576,0.5424,0.6863,60078,23,0.917,19593,0.3265,0.4517,0.4859,0.61829593,0.078,1.0008182982,0,14382,2.1065316944,0.8052352496,0.8436578171,20
Alice Lloyd College,KY,41844,43,0.6341,4971,575,0.4904,0.5096,0.5961,31403,19,0.2656,25108,0.5415,0.5431,0.614,0.5330188679,0.115,1.0245742269,0,14727,1,0.6520211354,0.9623233909,5
Asbury University,KY,40390-1198,31,0.4796,6582,1584,0.404,0.596,0.8205,61842,23,0.6441,40917,0.32,0.6105,0.6522,0.758041958,0.067,0.9412215384,0,27631,1,0.7980266976,0.677852349,12
Bellarmine University,KY,40205-0671,11,0.4416,8113,2481,0.3555,0.6445,0.7957,65601,20,0.6622,57178,0.2625,0.6027,0.6677,0.782306163,0.051,0.9263374311,1,23121,1,0.5925982566,0.5515903801,38
Berea College,KY,40404-2182,32,0.8586,8171,1652,0.4195,0.5805,0.8356,47532,19,0.3026,49854,0.8308,0.2014,0.6544,0.651810585,0.043,0.9317434717,0,5184,1,0.4414060397,0.7226528854,10
Brescia University,KY,42301-3023,13,0.4752,5582,843,0.3025,0.6975,0.6769,50402,27,0.4233,34750,0.539,0.6815,0.3473,0.6180758017,0.07,1.0365785112,1,12270,1,1.0560745176,0.4336917563,37
Campbellsville University,KY,42718-2799,32,0.3886,5460,2721,0.3995,0.6005,0.6826,47586,24,0.7006,38715,0.4575,0.4918,0.3797,0.5213746857,0.129,1.0107619071,0,17689,1,0.7755144246,0.6652789342,25
Centre College,KY,40422-1394,32,0.92,8329,1401,0.4832,0.5168,0.8964,64052,19,0.7644,55253,0.1876,0.4498,0.8269,0.8497109827,0.015,0.9117957142,0,22251,1,0.4829584656,0.9349845201,30
University of the Cumberlands,KY,40769,33,0.2922,5600,3335,0.3967,0.6033,0.6895,44968,24,0.8004,35844,0.3777,0.428,0.3854,0.6002317497,0.056,1.010047792,0,16894,1,0.6505083602,0.6575501409,25
Eastern Kentucky University,KY,40475-3102,32,0.5768,7089,11582,0.428,0.572,0.7506,47617,22,0.9383,22867,0.3885,0.5046,0.4599,0.5710386439,0.104,1.0247513872,0,14149,2.0198460915,0.9259259259,0.7482517483,24
Georgetown College,KY,40324-1696,31,0.6054,6348,945,0.454,0.546,0.7099,56937,19,0.6335,51602,0.3663,0.6847,0.5167,0.7567567568,0.093,0.9974084961,0,17300,1,0.7441845198,0.8315018315,13
Kentucky State University,KY,40601-2355,32,0.8035,6729,1419,0.4405,0.5595,0.6561,51636,24,0.8065,16750,0.4873,0.4958,0.2228,0.2914089347,0.119,1.0861680463,0,7076,1.4758961681,1.3718063197,0.7873100983,8
Kentucky Wesleyan College,KY,42301,13,0.5165,5407,835,0.5078,0.4922,0.6867,52095,20,0.6243,37751,0.4831,0.6265,0.4375,0.6316831683,0.169,1.0233085665,0,18605,1,0.7552282491,1.0316944332,5
University of Kentucky,KY,40506-0032,11,0.8487,10900,21864,0.4414,0.5586,0.8505,59287,20,0.9585,29289,0.2328,0.4,0.6632,0.681149951,0.058,0.9697564068,0,17127,2.4822006472,0.5949539094,0.7901897601,26
Kentucky Christian University,KY,41143-1199,32,0.3187,4806,539,0.6085,0.3915,0.5,53919,21,0.4035,32896,0.4281,0.6066,0.3413,0.6194690265,0.082,1.03455706,0,19556,1,0.8794164813,1.5542784163,8
Lindsey Wilson College,KY,42728-1223,33,0.5867,5604,1914,0.3913,0.6087,0.6433,38952,23,0.6181174368,38168,0.5745,0.6917,0.3786,0.455,0.128,1.0136214426,0,15435,1,0.8204193254,0.6428454082,14
University of Louisville,KY,40292-0001,11,0.5488,8758,14303,0.4679,0.5321,0.8011,59042,21,0.6928,27604,0.2933,0.3812,0.5761,0.651026393,0.065,0.9712627553,0,16867,2.3435613682,0.6490827068,0.8793459876,20
Midway University,KY,40347-1120,42,0.2171,6691,1117,0.308,0.692,0.6863,50374,26,0.5964,40606,0.4604,0.6972,0.4011,0.533572068,0.095,1.0272428926,0,22706,1,0.9160704027,0.4450867052,14
Morehead State University,KY,40351,33,0.7453,6542,5877,0.3898,0.6102,0.7321,42103,22,0.776,21987,0.3385,0.4252,0.4525,0.4899004267,0.116,1.0370693996,0,12421,1.493649085,0.9709224777,0.6388069485,24
Murray State University,KY,42071-3318,33,0.8078,6795,6796,0.3949,0.6051,0.7927,48948,22,0.8239,20742,0.3117,0.4336,0.5507,0.6387403446,0.093,1.0026507781,0,11390,2.7041884817,0.8291163412,0.6526194018,21
Northern Kentucky University,KY,41099,21,0.97,7946,9882,0.4233,0.5767,0.7209,63568,22,0.9018,17888,0.2882,0.4414,0.4407,0.594333548,0.077,1.002438975,0,9049,1.9673659674,0.8646628286,0.7340038148,22
University of Pikeville,KY,41501,33,0.5905,6388,1104,0.5009,0.4991,0.6332,35782,21,0.6845609986,36311,0.4957,0.5884,0.2853,0.471559633,0.115,1.0484081611,0,18406,1,0.7723194907,1.0036064917,5
Spalding University,KY,40203-2188,11,0.6713,7590,874,0.3089,0.6911,0.7,55916,24,0.7932,37193,0.4309,0.6411,0.3938,0.5114709852,0.054,1.0129294001,1,25992,1,0.7645259939,0.4469686008,37
Thomas More University,KY,41017-3495,21,0.5714,6532,1539,0.4932,0.5068,0.5909,64733,23,0.9058,40650,0.3029,0.5227,0.5096,0.6923076923,0.069,0.9841035574,1,19161,1,0.7288629738,0.9731649566,37
Transylvania University,KY,40508-1797,11,0.7798,7612,946,0.3985,0.6015,0.8221,57136,19,0.8967,52078,0.2543,0.5968,0.7286,0.8194774347,0.043,0.9565319829,0,23906,1,0.7400888107,0.6625103907,30
Union College,KY,40906-1499,33,1,4988,930,0.4806,0.5194,0.6335,38949,21,0.5468,38488,0.4619,0.565,0.3326,0.4847972973,0.157,1.0372648033,0,21771,1,0.9060825717,0.9252984213,5
Western Kentucky University,KY,42101-1000,13,0.6639,7713,13139,0.4107,0.5893,0.7287,50387,22,0.9726,20497,0.292,0.4115,0.4636,0.5278396437,0.093,1.0143257303,0,11962,2.4528790965,0.9931751044,0.6969285593,24
Centenary College of Louisiana,LA,71104,12,0.7,7240,543,0.407,0.593,0.6982,58549,19,0.5978,54202,0.346,0.6377,0.5965,0.6515151515,0.084,0.9947107121,0,20740,1,0.7369007101,0.6863406408,13
Dillard University,LA,70122,11,0.5926,6472,1215,0.2469,0.7531,0.6694,51069,20,0.3881,31625,0.7458,0.8786,0.4542,0.5123626374,0.143,1.0907562601,0,17128,1,1.4453990382,0.3278449077,1
Grambling State University,LA,71245,32,0.9944,6352,4153,0.3761,0.6239,0.7444,44602,21,0.9723,25754,0.7822,0.8584,0.34,0.4202566453,0.222,1.0982612971,0,18516,2.1744110374,1.4796384088,0.6028209649,1
Louisiana State University-Alexandria,LA,71302-9121,41,0.5741,5955,2893,0.2841,0.7159,0.5763,39416,24,0.5628,14608,0.4292,0.4646,0.2897,0.5731958763,0.152,1.0269844855,0,8413,2.1031793641,0.8253359455,0.3968431345,24
Louisiana State University and Agricultural & Mechanical College,LA,70803-2750,12,0.9099,10187,23706,0.4721,0.5279,0.8317,57504,20,0.7458,30234,0.2241,0.3242,0.6733,0.7425474255,0.052,0.9755971829,0,15465,2.3941648554,0.5457170017,0.8942981625,26
Louisiana State University-Shreveport,LA,71115-2399,12,0.6864,7801,2293,0.4034,0.5966,0.6526,47946,24,0.8388,18612,0.3859,0.3763,0.3201,0.5904292752,0.064,1.0499007645,0,8952,2.7952777399,0.8324816917,0.6761649346,24
Louisiana College,LA,71359,23,0.584,5565,934,0.5246,0.4754,0.6747,46322,21,0.6935,26813,0.4572,0.6096,0.3291,0.6634241245,0.155,1.025294335,0,12684,1,0.7688143558,1.1034917964,5
Louisiana Tech University,LA,71272,32,0.7379,7894,8141,0.5503,0.4497,0.796,46738,20,0.6409,22727,0.2346,0.3311,0.5699,0.6920691183,0.065,1.0078363401,0,12084,1.8751104566,0.6347256347,1.223704692,22
Loyola University New Orleans,LA,70118-6143,11,0.609,8589,3043,0.3395,0.6605,0.7826,67759,20,0.7502,53278,0.3323,0.5926,0.6156,0.7016293279,0.083,0.9768971087,1,21486,1,0.644490943,0.514004542,38
McNeese State University,LA,70605,13,1,6883,5774,0.4061,0.5939,0.695,47295,21,0.8074,19917,0.3227,0.3564,0.4589,0.6110659072,0.124,1.0249756036,0,12267,1.9921007159,0.8927731875,0.683785149,24
University of New Orleans,LA,70148,11,0.6983,7981,5798,0.5017,0.4983,0.683,51940,22,0.5554,20778,0.3874,0.3854,0.3959,0.6528803545,0.111,1.0118393774,0,11193,1.5512995896,0.6666379941,1.0068231989,24
Nicholls State University,LA,70310,13,1,6338,5615,0.3599,0.6401,0.732,49304,21,0.8799,20462,0.3702,0.4988,0.4701,0.6896387833,0.108,1.0322759249,0,12247,1.1383894657,0.8800170592,0.5622558975,24
University of Louisiana at Monroe,LA,71209-0000,13,1,7512,5723,0.3406,0.6594,0.7255,43063,21,0.8004,20649,0.3607,0.4122,0.4518,0.6212185769,0.084,1.0337312858,0,10453,2.3483396479,0.7859045129,0.516530179,24
Northwestern State University of Louisiana,LA,71497-0002,33,0.5976,6228,8191,0.2738,0.7262,0.7005,43125,24,0.8198,22342,0.4095,0.4843,0.4442,0.6245625199,0.126,1.0497011004,0,12866,2.2303832117,0.8610042278,0.3770311209,24
University of Holy Cross,LA,70131-7399,11,0.5532,7189,700,0.1486,0.8514,0.8033,52742,25,0.3245,23327,0.4009,0.5753,0.4463,0.6551094891,0.079,1.0392117463,1,16466,1,0.8468766383,0.1745360583,39
Franciscan Missionaries of Our Lady University,LA,70808,12,1,7625,967,0.1624,0.8376,0.7442,54007,28,0.5668,26287,0.3518,0.5589,0.3186,0.732506643,0.051,0.9914057297,1,17191,1,0.7752412428,0.193887297,39
Southeastern Louisiana University,LA,70402,13,0.8186,6774,11061,0.3726,0.6274,0.6823,53084,20,0.9021,20623,0.3639,0.4242,0.395,0.6844919786,0.119,1.0268075914,0,12171,2.4981390323,0.7564794296,0.5938795027,24
Southern University and A & M College,LA,70813,12,0.9209,7145,5829,0.346,0.654,0.6108,45854,21,0.349,23123,0.6816,0.7746,0.3669,0.5299613402,0.179,1.0882351556,0,16312,1.8040695766,1.1576890223,0.5290519878,1
Southern University at New Orleans,LA,70126,11,0.6338,6099,1690,0.2757,0.7243,0.5191,43920,26,0.6033,13201,0.5996,0.8247,0.2279,0.5055025679,0.151,1.0927157097,0,7632,2.2415957595,1.3551917404,0.3806433798,1
University of Louisiana at Lafayette,LA,70503,12,0.7928,8280,13639,0.43,0.57,0.759,47090,21,0.6791,22107,0.3399,0.46,0.4983,0.6771132835,0.081,1.0155902834,0,12487,2.3222885764,0.7782526564,0.7543859649,20
Tulane University of Louisiana,LA,70118-5698,11,0.638,12224,7980,0.4114,0.5886,0.9277,69803,22,0.1287,73112,0.1096,0.2586,0.8578,0.7434386717,0.055,0.9376381762,0,37841,1,0.7368550325,0.6989466531,34
Xavier University of Louisiana,LA,70125-1098,11,0.8617,9058,2498,0.2362,0.7638,0.7024,55657,19,0.5998,35636,0.5216,0.6676,0.5041,0.5552447552,0.085,1.0836367213,1,19715,1,0.7889233297,0.3092432574,37
College of the Atlantic,ME,4609,33,1,8534,350,0.26,0.74,0.7927,66849,20,0.7206,54918,0.3163,0.503,0.5829,0.786163522,0.018,0.8922565544,0,20048,1,0.6571141629,0.3513513514,12
Bates College,ME,4240,13,0.863,11496,1820,0.5022,0.4978,0.9429,77753,19,0.1214,71168,0.1114,0.2091,0.9002,0.9393939394,0.008,0.8798804965,0,29321,1,0.4474082774,1.0088388911,34
Bowdoin College,ME,4011,31,0.8626,12316,1832,0.488,0.512,0.9764,75490,19,0.0905,70710,0.1554,0.1761,0.9495,0.8953488372,0.014,0.80895328,0,21910,1,0.4711055276,0.953125,36
Colby College,ME,04901-8840,33,0.9352,11485,2003,0.4633,0.5367,0.9358,80130,19,0.0967,71202,0.1445,0.1825,0.8977,0.9085365854,0.037,0.8404354948,0,17777,1,0.386562065,0.8632383082,36
University of Maine at Augusta,ME,04330-9410,32,0.3775,7341,3227,0.2935,0.7065,0.6129,48750,29,0.7506112783,16722,0.4363,0.4155,0.1563,0.4353104405,0.14,1.0388340165,0,10631,2.2451028404,1.2169171393,0.415428167,25
University of Maine at Farmington,ME,04938-9978,33,0.6648,7299,1567,0.3299,0.6701,0.7282,55400,20,0.9094,22241,0.4631,0.6745,0.5531,0.6985172982,0.076,0.9820695058,0,14548,2.0883989726,0.9949787453,0.4923145799,24
University of Maine at Fort Kent,ME,04743-1292,43,0.3721,6788,885,0.2757,0.7243,0.6549,44056,25,0.9933,18081,0.2324,0.3077,0.4128,0.6610169492,0.112,0.9972456161,0,11589,1.5171790235,0.8729401694,0.3806433798,25
University of Maine,ME,4469,23,0.7031,9884,8832,0.5382,0.4618,0.739,54908,20,0.9024,24335,0.2907,0.5716,0.5817,0.7752066116,0.048,0.9759717318,0,17558,2.7756600804,0.7504056247,1.1654395842,21
Maine Maritime Academy,ME,04420-0001,42,0.729,12242,991,0.8365,0.1635,0.8045,56725,20,0.4532,27487,0.2727,0.7794,0.7324,0.8592132505,0.021,0.88064159,0,23239,2.0171113689,0.5227288329,5.1162079511,33
University of Maine at Presque Isle,ME,04769-2888,41,0.4714,7158,807,0.3569,0.6431,0.6316,42576,22,0.9905,17394,0.2698,0.3026,0.3628,0.5520446097,0.142,1.020721886,0,10637,1.5150060024,0.8128298936,0.5549681232,25
University of New England,ME,04005-9599,22,0.5794,8646,2449,0.3071,0.6929,0.8148,64934,20,0.8439,55340,0.1281,0.4774,0.6527,0.7897033159,0.025,0.939341881,0,34118,1,0.7634714753,0.4432096984,31
Maine College of Art,ME,04101-3494,13,0.2162,5913,427,0.2623,0.7377,0.6392,67354,20,0.6236,49833,0.4118,0.8133,0.5297,0.7766497462,0.103,0.9744831013,0,32293,1,0.953992922,0.3555645927,19
Saint Joseph's College of Maine,ME,04084-5236,41,1,6232,1276,0.3636,0.6364,0.8239,63952,22,0.8716,51089,0.2438,0.6486,0.6473,0.8228643216,0.048,0.9310926187,1,26929,1,0.6049360403,0.5713387806,38
University of Southern Maine,ME,4103,13,0.3556,8841,5255,0.4185,0.5815,0.6892,58065,23,0.809,19913,0.3383,0.4388,0.3979,0.7084613237,0.06,1.0015530948,0,12339,2.3899848255,0.7262864921,0.7196904557,24
Thomas College,ME,04901-5097,41,0.5303,6937,750,0.5027,0.4973,0.7178,52667,20,0.8381,39143,0.2195,0.4347,0.503,0.6955645161,0.081,0.9906195647,0,20819,1,0.8802816901,1.0108586366,12
Unity College,ME,4988,43,0.4327,6166,784,0.463,0.537,0.6935,64564,20,0.9827,41246,0.3918,0.8993,0.6145,0.7476340694,0.068,0.9629066342,0,26080,1,0.7933258266,0.8621973929,13
University of Baltimore,MD,21201-5720,11,0.5438,11008,2038,0.4205,0.5795,0.8684,65721,27,0.7804,28916,0.4103,0.4687,0.3902,0.5197740113,0.076,1.0338173093,0,21183,2.3588390501,0.6322254335,0.7256255393,21
Bowie State University,MD,20715-9465,21,0.4333,8653,5085,0.3959,0.6041,0.696,77046,22,0.7967,22338,0.5077,0.5965,0.4283,0.3532068654,0.147,1.0630385059,0,15934,2.2662245381,0.7484843553,0.6553550737,21
Capitol Technology University,MD,20708,21,0.1538,6831,391,0.8056,0.1944,0.6988,73053,23,0.8338,37079,0.3618,0.53,0.4957,0.572519084,0.053,0.9647412977,0,23992,1,0.7303938474,4.1440329218,7
Washington Adventist University,MD,20912,21,0.2347,5633,819,0.326,0.674,0.6,69837,27,0.5877,32262,0.5031,0.6365,0.3867,0.5007974482,0.09,1.0809161924,0,18796,1,0.8907922522,0.4836795252,14
Coppin State University,MD,21216-3698,11,0.5,8119,2344,0.227,0.773,0.6967,54222,26,0.2798,19577,0.5804,0.6169,0.2481,0.293877551,0.174,1.0640621752,0,11686,1.713632307,0.8527655902,0.2936610608,16
Frostburg State University,MD,21532-1099,23,0.6801,7333,4092,0.4787,0.5213,0.7442,70221,21,0.8014,23810,0.3561,0.5255,0.5053,0.6584630839,0.097,1.014508801,0,16676,2.4984059511,0.6421490961,0.91828122,21
Goucher College,MD,21204-2794,13,0.3813,8004,1439,0.3315,0.6685,0.7523,82700,20,0.813,61294,0.2859,0.5528,0.6852,0.8024054983,0.045,0.9237990854,0,25716,1,0.6558810669,0.4958863126,30
Hood College,MD,21701,13,0.4215,7820,1106,0.3707,0.6293,0.7448,78949,21,0.6533,55039,0.3718,0.6767,0.6545,0.7822222222,0.067,0.97991501,0,23767,1,0.6974255972,0.5890672175,12
Johns Hopkins University,MD,21218-2688,11,0.9689,14576,5729,0.4844,0.5156,0.9731,81539,21,0.1117,71901,0.1389,0.2929,0.9292,0.8293450882,0.013,0.7574586215,0,29342,1,0.3241802442,0.9394879752,36
Loyola University Maryland,MD,21210-2699,11,0.9439,8891,3902,0.4249,0.5751,0.8838,92129,19,0.802,65832,0.1398,0.5242,0.813,0.8495049505,0.023,0.9087838336,1,36594,1,0.4097114838,0.7388280299,40
University of Maryland Global Campus,MD,20783-8010,21,0.0559,7573,42888,0.5451,0.4549,0.5152,73191,29,0.7827663416,19052,0.267,0.1891,0.1496,0.453880206,0.061,1.0267125274,0,14288,1.6317460317,0.6564984352,1.1982853374,28
University of Maryland-Baltimore County,MD,21250,21,0.643,10545,10955,0.5516,0.4484,0.8723,83010,22,0.6103,24881,0.2904,0.3599,0.6974,0.7161726804,0.043,0.9522696235,0,19082,2.2998004656,0.5267283121,1.2301516503,33
University of Maryland-College Park,MD,20742,21,0.7883,13652,29905,0.521,0.479,0.9498,90010,20,0.4418,26481,0.1829,0.3025,0.8659,0.8299900413,0.024,0.8845590307,0,19045,3.4224881714,0.4228461656,1.0876826722,27
Maryland Institute College of Art,MD,21217-4134,11,1,8886,1740,0.2517,0.7483,0.8821,80395,20,0.6389,64329,0.2065,0.4209,0.7108,0.7919463087,0.049,0.9209315769,0,38921,1,0.7352608479,0.3363624215,31
University of Maryland Eastern Shore,MD,21853-1299,31,0.7083,8662,2270,0.4489,0.5511,0.6188,66039,20,0.6467,23983,0.5232,0.6347,0.3957,0.3150684932,0.146,1.0741235504,0,16980,2.2164057023,0.9491176185,0.8145527128,24
Morgan State University,MD,21251-0001,11,0.6862,9348,6449,0.4283,0.5717,0.7127,63566,21,0.6784,23867,0.5339,0.6778,0.4099,0.2751871042,0.167,1.0808304182,0,17619,2.3076923077,1.1032617528,0.7491691447,24
Mount St. Mary's University,MD,21727-7799,31,1,7945,1831,0.4954,0.5046,0.7938,81781,20,0.7479,56451,0.2754,0.6006,0.6644,0.8242857143,0.062,0.9365983236,1,27954,1,0.5290102389,0.9817677368,38
Notre Dame of Maryland University,MD,21210-2476,11,0.5672,7127,778,0.0347,0.9653,0.7511,70799,27,0.6173,50060,0.4151,0.6818,0.5776,0.6145833333,0.041,1.0062774158,1,22930,1,0.7273315808,0.0359473739,39
Salisbury University,MD,21801-6862,23,0.673,8423,7459,0.444,0.556,0.8086,77177,21,0.7351,25106,0.2452,0.5124,0.694,0.727886057,0.035,0.951428184,0,19617,2.0021903624,0.5759721286,0.7985611511,23
St. Mary's College of Maryland,MD,20686,23,0.7407,7851,1466,0.4086,0.5914,0.8537,85886,20,0.8427,30238,0.2094,0.4942,0.783,0.8731707317,0.034,0.9059270327,0,19369,2.0629463105,0.4960789274,0.6909029422,23
St. John's College,MD,21401,21,0.8906,9531,494,0.5364,0.4636,0.8595,72041,20,0.5985,67325,0.2173,0.4789,0.7206,0.8626373626,0.008,0.8000881957,0,27491,1,0.7179339911,1.1570319241,30
Towson University,MD,21252-0001,13,0.5304,7710,19458,0.4064,0.5936,0.8632,80470,21,0.7631,25180,0.3056,0.4833,0.7169,0.7314622315,0.038,0.9622511255,0,18233,2.3861541479,0.5141188263,0.6846361186,20
Washington College,MD,21620-1438,32,0.7405,7938,1267,0.4017,0.5983,0.8097,83448,19,0.9236,64542,0.2078,0.6028,0.7064,0.8391608392,0.022,0.9137562948,0,28638,1,0.4163710946,0.6714023065,30
McDaniel College,MD,21157,23,0.2125,7308,1668,0.482,0.518,0.7735,83552,19,0.9184,57031,0.3119,0.6338,0.6772,0.8507246377,0.05,0.9439628793,0,18182,1,0.6439290834,0.9305019305,30
American International College,MA,1109,12,0.1612,7249,1336,0.384,0.616,0.6901,62232,21,0.6458,49776,0.4989,0.8093,0.4522,0.5323741007,0.078,1.0202900251,0,25044,1,0.7960667294,0.6233766234,13
Amherst College,MA,01002-5000,21,0.922,12949,1839,0.4976,0.5024,0.9675,82187,19,0.1131,73966,0.2404,0.1569,0.944,0.8642533937,0.038,0.7874019373,0,18524,1,0.3563094722,0.9904458599,36
Anna Maria College,MA,01612-1198,41,0.1803,6559,1107,0.5248,0.4752,0.6509,69542,22,0.7405,51796,0.3968,0.7566,0.4611,0.644200627,0.068,0.9835112676,1,24626,1,0.6832581059,1.1043771044,37
Assumption University,MA,01609-1296,12,0.5135,8474,2017,0.4298,0.5702,0.8445,80096,20,0.8108,55068,0.1817,0.6812,0.7276,0.8841240876,0.032,0.9227180137,1,28466,1,0.5483057353,0.7537706068,38
Babson College,MA,02457-0310,21,1,16581,2324,0.5383,0.4617,0.9481,82978,19,0.2641,70428,0.1283,0.3105,0.9237,0.911205074,0.007,0.7956451609,0,34606,1,0.290820395,1.1659085987,36
Bay Path University,MA,1106,21,0.2334,7752,1800,0,1,0.6818,64235,29,0.7177,46516,0.5491,0.8653,0.5704,0.6173469388,0.06,1.0230727579,0,22211,1,0.8105578008,0,16
Bay State College,MA,2116,11,0.1379,9050,588,0.2857,0.7143,0.5,64103,26,0.6667,42145,0.5029,0.7529,0.3592,0.4648862512,0.067,1.0249545648,0,31777,1,0.9486348913,0.3999720006,14
Bentley University,MA,02452-4705,13,0.6696,14592,4157,0.5932,0.4068,0.9201,82419,19,0.4672,68577,0.1406,0.4874,0.8917,0.9445255474,0.021,0.7922131898,0,38986,1,0.3009983885,1.4582104228,34
Berklee College of Music,MA,2215,11,0.393,10430,6338,0.5879,0.4121,0.8604,77216,24,0.5144,64436,0.1655,0.3711,0.6437,0.6895006402,0.069,0.9562216743,0,49514,1,0.8998026239,1.4265954865,31
Boston Architectural College,MA,02115-2703,11,0.1182,5868,306,0.4771,0.5229,0.6842,68891,24,0.8103770996,38155,0.2552,0.3798,0.1714,0.546875,0.071,1.0037307702,0,28865,1,0.8680756989,0.912411551,30
Boston College,MA,2467,13,0.6662,15599,9637,0.4705,0.5295,0.9467,83893,19,0.2722,73053,0.1367,0.3685,0.9297,0.9295116773,0.012,0.7536081842,1,35899,1,0.2096300835,0.8885741265,40
Boston University,MA,2215,11,0.7052,14563,16891,0.4107,0.5893,0.939,83140,19,0.1894,72517,0.1559,0.3112,0.8831,0.8574445618,0.014,0.8629212789,0,30259,1,0.4428756511,0.6969285593,36
Brandeis University,MA,02454-9110,13,0.6915,13423,3678,0.3912,0.6088,0.9329,85221,19,0.299,73266,0.1698,0.3894,0.8765,0.8452787258,0.023,0.8350654248,0,31165,1,0.4834558562,0.6425755585,34
Bridgewater State University,MA,2325,21,1,9619,9195,0.4146,0.5854,0.7664,75059,21,0.8766,23172,0.3819,0.7613,0.6085,0.6754850088,0.055,0.9699361851,0,18457,1.5721207603,0.5998886607,0.7082336864,22
Cambridge College,MA,2129,11,1,7830,698,0.2421,0.7579,0.2222,59111,33,0.8259873628,30088,0.4164,0.6,0.0275,0.4716763006,0.081,1.0564218473,0,26993,1,0.8891225749,0.3194352817,2
Clark University,MA,01610-1477,12,1,11071,2283,0.3898,0.6102,0.8574,76163,19,0.5278,56361,0.2062,0.5291,0.776,0.8526448363,0.018,0.8884982993,0,28805,1,0.6362969214,0.6388069485,30
Curry College,MA,02186-2395,21,0.3618,10086,2285,0.4057,0.5943,0.6539,77762,22,0.8706,56057,0.2776,0.6541,0.527,0.7285003554,0.063,0.9519179555,0,27739,1,0.6779067987,0.6826518593,13
Dean College,MA,02038-1941,21,0.2095,6430,1310,0.487,0.513,0.6872,79806,20,0.6882,57543,0.3371,0.6939,0.4142,0.5778588808,0.196,0.9977764468,0,31337,1,0.6552920904,0.9493177388,13
